"stno","2012-05-01","2012-05-02","2012-05-03","2012-05-04","2012-05-05","2012-05-06","2012-05-07","2012-05-08","2012-05-09","2012-05-10","2012-05-11","2012-05-12","2012-05-13","2012-05-14","2012-05-15","2012-05-16","2012-05-17","2012-05-18","2012-05-19","2012-05-20","2012-05-21","2012-05-22","2012-05-23","2012-05-24","2012-05-25","2012-05-26","2012-05-27","2012-05-28","2012-05-29","2012-05-30","2012-05-31"
"466880","0","48","4","35","0","0","0","0","0.6","25","3.5","7","0","0","0","2.5","14.5","8.5","10.5","32.5","0","0","0","-9998","0","2.5","3.5","20","0","1.5","3.5"
"466900","0","126","0.5","31.5","0","0","0","0","10.5","18","2","0.4","0","0","0","5.5","51","6","21","34","0","0","0","0","0","0","38","39","0.5","0","0.8"
"466910","0","95","-9998","37.5","0","0","0","0","14.5","21.5","10.5","5.5","0","0","0","3.5","70","3","21.5","50","2.5","0","0","0","0","0","42.5","91.5","8","0.5","19.5"
"466920","0","32","4","38","0","0","0","0","2.5","25","2.8","21.5","0","0","0","2","19","2.5","9","27","0","0","0","0","0","1.5","4.5","36.5","0.4","0.5","2.5"
"466930","0","75.5","0.5","45","0","0","0","0","12","15.5","3","15","0","0","0","1","53","2","18.5","27","6.5","0","0","0","-9998","0","24","67","3.5","-9998","13.5"
"466940","0","32","3.4","63.9","0","0","0","0","23.7","28.1","10.5","0.9","0","0","0","5","33.5","0.3","23.3","25.1","0","0","0","0","-9998","0","34.4","44.1","3.8","16.2","3.4"
"466950","0","58","5","29","0","0","0","0","10","19","1.5","1.5","0","0","0","0.5","33","0","5","19.5","0","0","0","0","0","0","54.5","34.3","13.6","30.1","0"
"466990","0","14","9","10.5","2","0","0","0","-9998","2.5","9.5","4.5","0","0","2.5","6","12","3.5","-9998","22","0","0","1.5","0.5","4","32.5","5","47","153","1","56"
"467060","0","47.5","4","41.1","0.1","0","0","0","6.7","9.4","5.4","249.7","1.8","0","1.4","12.1","10.7","0.6","0.4","2.2","3.2","0.1","0","0","-9998","7.7","77.8","64.7","147.7","41.2","2.7"
"467080","0","28.9","8.1","40.2","0","0","0","0","31.3","9.9","6","209.5","0.4","0","25.5","10.4","20.9","0","8.9","6.7","0.4","0","0","0","0","2.4","59.9","59.5","69.5","57.7","0.5"
"467110","2.1","1","0.8","6.1","3","0","0","0","0","6","0","0","0","0.9","24.2","21.6","5.8","0.1","12.4","-9998","0","0","0","0","0","-9998","30.7","9.8","0","0","1.6"
"467300","0","0","0","1.5","0","0","0","0","0","0","0","0","0","0","0","23.3","15.3","13.1","49.5","1.8","0","0","0","0","0","15.3","17.4","2.1","0.4","4","0"
"467350","-9998","-9998","-9998","8.5","0","0","0","0","0","0.2","0","0","0","0","0","15.4","79.1","10.7","23.3","-9998","0","0","0","0","0","24","21.2","9.2","1.1","0","0"
"467410","0","1","1.5","63.5","0","0","0","0","-9998","0","0","0","0","0","0","8.5","17.5","14","49.5","210","0","0","0","0","0","9","11.5","1.5","2.5","0.5","14"
"467420","0","1","2.5","87","0","0","0","-9998","0.5","0","1.5","0","0","0","0","7.5","14.5","18.5","34","228.5","0","0","0","0","0","0.5","10","1.5","0","1.5","0"
"467440","0","6.5","8","24.5","0","0","0","0","1.5","0","4","0","0","0","0.5","24","50","10","75","62","0","0","0","0","0","0","5.5","4.5","1.5","6","0"
"467480","0","18.8","6.8","38","0","0","0","0","0","0","0.3","0","0","0","0","11.5","19.3","12.2","8.8","43.7","0","0","0","0","0","0.3","24.2","3.9","0","4.7","0"
"467490","0","3.2","2.3","7.3","0","0","0","0","0","0.1","0.2","0","0","0","0.2","17.1","41.4","87.2","4.9","20.7","0","0","0","0","0","0","1.3","13.6","68.4","0","0"
"467530","0","28.5","155.5","80","0","0","0","0","0","6","25.5","4.5","0","0","0","20.5","25","32.5","31.5","145","0","0","0","0","0","8.5","7.6","31","35","20","22.5"
"467540","0","2.6","1.1","14.4","0.5","2.5","0","0","0","17.6","6.7","0","0","0","0","10.5","30.5","0.5","8.6","29.5","0","0","23","0","0","2.8","0.3","14.5","0","5.8","12.6"
"467550","1","21.5","58.5","45","4.5","0","0","0","5","7","11.5","8","0","0","3.5","26.5","37.5","31","22.5","74","0","0","0","0","0","4","3","46","14.5","4","9.5"
"467571","0","31.4","1.5","22.4","0","0","0","0","0","9","0.9","0","0","0","0","2.3","31.7","23.3","25.4","36.8","0","0","0","0","0","9.8","0.3","53","2.2","0.5","0.8"
"467590","0","7.5","58.5","32","0","0","0","0","0","0.5","1","0","0","0","0","22","184.5","0","31.5","105","0","0","0","0","0","0","2.5","4","-9998","0","0"
"467610","0","2.5","17","4.9","0.9","4.1","0","0","29.5","1","5.3","1.1","0","0","-9998","8.5","1.9","0.3","0.2","23.1","0.5","0","0.2","0","-9998","3.5","2.5","5.4","89.8","34.4","24.8"
"467620","0","0","54.3","0.8","1","0","0","0","0","18.6","36.6","57.7","0","0","0.4","1.5","41.9","0.6","6.1","68.5","20","8","0","0","0","2.5","16","11.5","81","70.5","3.5"
"467650","0","21.5","83.5","48.5","0","0","0","0","17.5","26.5","24","18.5","0","0","3","12.5","13.5","32.5","8.5","31","0","0","0","0","0","3","12","165.5","6.5","21.5","0"
"467660","0","0","8","5.7","-9998","2","0","0","-9998","4","4","0","0","0","0","1","13.2","0.7","-9998","29.5","0","0","0","0.4","0","0.5","7","11.2","10.8","34.5","7.5"
"467770","0","5.5","3.5","7.5","0","0","0","0","0","0.1","1","0","0","0","0.1","8.5","48.1","31","1.6","9","0","0","0","0","0","1.5","3","12","0","0","0"
"467780","0","0.5","10.5","22.5","0","0","0","1","0","0","10.5","0","0","0","0","5.5","9.5","51.5","14","70.5","1","0","0","0","0","0","29.5","13","0","0","0"
"467990","13","6","5","9","0","0","0","0","13.7","25.5","0","0","2.5","15.5","34.5","25","1.5","0","4","0","0","0","0","0","-9998","3","2.5","1","2.5","1","0"
"C0A520","0","55","4.5","38","0","0","0","0","1","12.5","3.5","3.5","0","0","0","2","13.5","11.5","10.5","29.5","0","0","0","0","0","3.5","3","18","2","0.5","12.5"
"C0A530","0","29","10.5","58.5","0","0","0","0","39","14","3","0","0","0","38","13.5","31.5","0.5","27","10.5","2.5","0","0","0","0","1","14.5","32.5","8.5","55","15.5"
"C0A540","0","7","6.5","46","0","0","0","0","52","19","4.5","37.5","2","0","167","41.5","15","0","17.5","9.5","2.5","0","0","0","0","2","53.5","45","55","40","11"
"C0A550","0","28","5","52","0","0","0","0","25.5","16.5","7","23.5","0.5","0","115","28","26.5","0","12","15","6","0","0","0","0","0","24","63.5","60.5","79.5","14"
"C0A560","0","25.5","8","37","0","0","0","0","20","16","6","3.5","0.5","0","4.5","48.5","24","0.5","21","20","0","0","0","0","0","8.5","41","51.5","4","41.5","16.5"
"C0A570","0","18","2","38.5","0.5","0","0","0","35.5","25","2","0","0","0","16.5","27","25","0.5","57.5","25","2","0","0","0","0.5","7","41.5","25.5","12.5","90.5","20.5"
"C0A640","0","46","7.5","54","0","0","0","0","6","18.5","3.5","0.5","0","0","28","24","24.5","0.5","30","21","1","0","0","0","0","0.5","16.5","37.5","3","27","10"
"C0A650","0","38.5","8","47.5","0","0","0","0","16.5","20","5","1","0","0","53.5","34.5","24","1","17","21.5","4.5","0","0","0","0","0","20.5","43.5","21","54.5","11"
"C0A660","0","61","4","56","0","0","0","0","35","23.5","9.5","1.5","0","0","0.5","16","29.5","0","15","32.5","0","0","0","0","0","0","36.5","48.5","8","38.5","2"
"C0A860","0","49","3","67","0","0","0","0","31","42","13.5","4","0","0","0","0.5","55.5","0.5","12","40.5","0","0","0","0","6.5","0.5","45","118.5","8","0.5","24"
"C0A870","0","67.5","4","66","0","0","0","0","14","29.5","11","2.5","0","0","0","0.5","46","1","18","40","2.5","0","0","0","1","0.5","26","96","10","0.5","19.5"
