"stno","2018-08-01","2018-08-02","2018-08-03","2018-08-04","2018-08-05","2018-08-06","2018-08-07","2018-08-08","2018-08-09","2018-08-10","2018-08-11","2018-08-12","2018-08-13","2018-08-14","2018-08-15","2018-08-16","2018-08-17","2018-08-18","2018-08-19","2018-08-20","2018-08-21","2018-08-22","2018-08-23","2018-08-24","2018-08-25","2018-08-26","2018-08-27","2018-08-28","2018-08-29","2018-08-30","2018-08-31"
"466880","0","0","1","9","0","4.5","-9998","0","-9998","0","0","1","6.5","11.5","0.3","0.4","21.5","-9998","31.5","0","0","0","0","3.5","11.5","5.5","3.2","10.5","51","16","-9998"
"466900","0","0","10.5","0","0","-9998","0","0","0","0","0","30.5","0","17","-9998","1","16","0","36.5","0","-9998","0","0","0","2","21.5","7","3.5","9.5","10","-9998"
"466910","1.9","0","40","0","0","0","0","0","0","0","0.4","32.5","1.5","57.5","0.9","2.2","4.5","0","7","1.8","0","0","10","3","12.5","11","14","54.5","17","16","0"
"466920","0","0","5","0","0","6","1.5","0","0","0","3.5","19","1","15","-9998","-9998","35","4","7","3","0","0","0","5.5","19.5","1.5","7","10.5","15","26","1.8"
"466930","1.2","0","94","0","0","0","0","0","0","0","0.2","37","1.8","35.2","0.2","1.3","23.1","0","3.7","17.9","0","0","5.6","2.9","2","7.8","21.6","18.7","4.1","22.6","0"
"466940","0","0","10","0","0","0","0","0","0","0","0.5","6","1","34","-9998","0.1","0","10","0.5","0","0","0","2.5","0.5","0.2","0.7","0.7","7","0.3","6","12"
"466950","30.6","25.2","0","0","0","0","0","0","0","4.5","0","0","0","5.5","1.5","0","0","1","105.5","6.5","0","1.5","1.7","6.5","13.5","1","7","0","0","0","0"
"466990","0","0","0.5","0","0","1","0","0","14","0","0","0","2.5","76","0","3.5","0","42.5","0","0","0","0","1","9","8","27.5","55.5","45.5","2","27","1.5"
"467050","0","0","0","0","0","0","0","0","1.8","0","0","0.8","0.2","25.5","0.3","2.3","0.1","21","8.7","0","0","23.6","10.2","27","7.2","12.6","23.6","34.8","7.5","0.2","0"
"467060","0","0","-9998","0","0","0","0","0","0","0","0","0","7.5","4","2.5","0","0","7","0","1.5","0","0","2.5","0.5","4","8","12","2","-9998","65.5","0.5"
"467080","3","0","3","0","0","0","0","0","0","-9998","0","0","22.5","6.2","49.8","0","0","42","0","0","0","0","0.3","1.2","-9998","-9998","1.3","0","-9998","15","0.8"
"467110","-9998","-9998","0.4","0","0","0","0","0","0","0","0","0","5.3","12.5","2.8","0","0","0","0","-9998","0","-9998","0","7.5","9","4.5","13.5","31","79","8.5","9"
"467300","0","0","18.6","0","0","0","0","0","0","0","0","0","19.7","0","19.5","0.9","0.8","0","1.5","0","0","23.8","393.8","144.5","17.2","19.3","25.9","151.9","31.8","25.2","4.1"
"467350","0","0.1","27.5","0","0","0","0","0","0.6","17.4","0","0","0.2","1.2","2.5","4","0","25.7","2.4","0","0.2","9.6","216.2","108.2","7.3","1.8","18.1","94.8","31.5","29.2","12.7"
"467410","0","14","14","0","1.5","11.5","0","0","4.5","19.5","0","0.5","49","43","65.5","17.5","12","1","2","0.5","22.5","21.5","373","269","37","11","100","121.5","81.5","7.5","0.5"
"467420","0","-9997","0","0","4.5","14.5","9.5","0","0","31.5","0","0","47.5","29","28.5","24","4","1.5","3","3.5","1.5","25.5","334.5","226.5","22.5","2","121.5","103","55.5","2","0"
"467440","2.5","10.5","17","5","1","0","0","33","1","17.5","0","-9998","69","39.5","72","16.5","28","1","19.5","9","4.5","31","276.5","150.5","55","25.5","174","314.5","212","15","0"
"467480","0","2.5","0.5","0.2","4.5","-9998","1.5","0.2","10","0","0","0.1","4","64","0.5","0","7.5","0","3.5","11","42","8.5","194.5","417","0.5","-9998","18","54.5","11","1","1.5"
"467490","0","1.5","1.5","0","2","-9998","-9998","0","0","0","-9998","0","68.5","12.5","0.5","9.5","0","9.5","41","19.5","12","50","58.5","70.5","28","13","3","2.5","4","-9998","1"
"467530","0.4","2","1.1","40","18","0.3","0","1.5","7.5","1.5","2.5","0","84.5","34.5","14.2","10.5","0.4","33","44.5","64.5","8","5.7","147","259.5","12","29","10.5","39","19","2.1","1.5"
"467540","0","0","0","0","0","2.5","0","0","1","4","0","0","3.5","0.5","25.5","6","0.5","1.5","1","0","0","24.2","46.5","31","18","7","161","162","127","56","1.2"
"467550","-9998","16.5","19.5","12","19.5","-9998","0","0","-9998","0","5","0","0.5","56","22","23.5","26","25.5","24.5","1","7","3","107","120.5","10","37.5","22.5","30","17","3","5"
"467571","0","0","0","7.5","0","0","0","0","0","0","0","8","0","31","0","-9998","0","0","20","0","0","0.4","14.5","9","59.5","14.5","49","36","14","1","0"
"467590","-9998","1.5","0.5","0","0","0","0","0","0","33.5","1.5","7","98.5","30","124.5","4.5","3","45","159","7.5","16","22","55.5","63.5","169.5","72.5","159.5","153.5","106.5","66","0"
"467610","0","0","0","0","0","0","0","0","0","0","0","0","19","2.6","13.8","3.3","1","0","0","0","0","1.6","33.1","6.5","37.5","120","80","103.5","72.8","12.9","0.1"
"467620","0","0","0","0","2.4","8","0","0","0","0","0","0","11.2","0.5","21.2","11.6","0","55.2","5","1.7","1","2","16.4","35.4","65.1","53.7","59","59.1","58","23.5","0"
"467650","0","9.5","5.5","5","18","0","-9998","0","0","0","3.5","0","5.5","42.5","20","98.5","13.5","11","34.5","17","22","16.5","52.5","105.5","22.5","12","28.5","6.5","5.5","-9998","1"
"467660","-9998","0","0","0","0","-9998","0","-9998","0","0","0","0","0","0","-9998","0.3","0","0.1","-9998","0","0","16.3","23.5","11.5","0.5","28.4","111","153.5","130","18","0"
"467770","0","11","-9998","0","0.5","7.5","0.5","0","0","0","0","0","49.5","13.5","0.5","3.5","0","32","7","0","11","70.5","25","126","101.5","64","1","4.5","3","0","1"
"467990","0","0","0","0","0","0","0","0","0","0","0","0","0","13","40","0","0","0","0.5","0.5","0","0","0.5","45.5","3.8","6.1","1.5","3.8","1.5","2.4","10"
"C0A520","0","0","0","0","0","0","0","0","1","0","0","0.5","0.5","6.5","0.5","0","0","2","84","0","3","6","0","6.5","0","21.5","1.5","6","43.5","19","0"
"C0A530","19.5","0","44","0","0","0","0","0","0","0","0","27.5","5","23","54","2.5","2.5","1.5","13.5","8.5","0.5","0","8","4","2.5","2","2","28","0","24","5.5"
"C0A540","9","0.5","44.5","0.5","0","0","0","0","0","0","0","6","14.5","3","22","1","0","8.5","0","5","0","0","23.5","6","4.5","9","5.5","9.5","0.5","88","20.5"
"C0A550","0","2","15","0","0","0","0","0.5","0","0","0","0","28","15.5","11.5","5","0","0","2","0.5","0","3.5","27.5","2","3","11.5","19.5","2","0.5","42","7.5"
"C0A560","1","0.5","4.5","1.5","0","1.5","0","0","0","0","0","0","2.5","2.5","14.5","2","56.5","0","0","4","0","0","10","21.5","0.5","0","10.5","28.5","0","23.5","45"
"C0A570","3.5","0","15.5","0","0","0","0","0","1.5","0","0","0","11.5","11","8.5","2.5","62","21","0","17.5","0.5","0.5","10","7.5","0.5","2.5","14","24","4","58","16"
"C0A640","15","0","6","0","0","0","0","0","0","0","0","55","0.5","6","1","0","4.5","0.5","26","0","0","0","4.5","1.5","0.5","0.5","6.5","48","0","33.5","26.5"
"C0A650","7","9","29.5","0.5","0","0","0","0","0","0","2.5","6.5","16","12","0.5","0.5","17","0.5","5","0","0","0","16","1.5","5","4.5","3.5","31","0","20","0.5"
