"stno","2010-09-01","2010-09-02","2010-09-03","2010-09-04","2010-09-05","2010-09-06","2010-09-07","2010-09-08","2010-09-09","2010-09-10","2010-09-11","2010-09-12","2010-09-13","2010-09-14","2010-09-15","2010-09-16","2010-09-17","2010-09-18","2010-09-19","2010-09-20","2010-09-21","2010-09-22","2010-09-23","2010-09-24","2010-09-25","2010-09-26","2010-09-27","2010-09-28","2010-09-29","2010-09-30"
"466880","-9998","5","0","-9998","0.4","0","0.5","0","1","1.2","28.5","2","0","12.5","0","0","0","13.4","66.5","24","0","0","-9998","0","0","0","0","0","1","20.5"
"466900","0.2","0","0","0","7","0","8","0","0.8","0.4","0.7","0","0","0","0","0","0","2.9","44.5","1","0","0","0.4","0","0","0","0","0","0","10.4"
"466910","-9998","0","0","-9998","15","0","3","0","1.5","3","8.5","0","0","0","0","0","0","27.5","77.5","21.5","0","0","57.5","73.5","0","0","0.5","12","13.5","207.5"
"466920","-9998","-9998","0","0","1","-9998","1.2","0","0.7","0.5","3.5","0.5","0","18.5","0","0","0","7.7","64.6","1","0","0","0.8","2","0","0","0","0.2","7.5","34.5"
"466930","0.5","0","0","0","13.7","0","7","0","1.5","2.5","0.7","0","0","0","0","0","0","8.5","86","3","0","0","83.5","88","-9998","0","0.1","10","2","145.5"
"466940","0","0","0","0","6","0","0.1","0","1.2","0.4","0","0","0","0","0","0","0","1.2","53","0","0","0","16.7","345.5","0","0","0","6","10.5","79.1"
"466950","4.3","0","0.4","25.6","2.8","0","0","0.7","3.9","0","0","0","0","0","0","0","0","1","26","6","0","0","0.3","0","0.1","0","0","1.6","1.1","0"
"466990","67","4.5","5.5","0","0.1","0","8.1","5.5","89.5","31","1.5","0","0","0","0","7.5","0","0","225.1","19","0.5","0","-9998","0.5","0","3","9.2","0","0","0"
"467060","10.8","0.9","-9998","-9998","0","0","7.6","0.9","7.1","7.3","0.9","0","0","0.1","0","-9998","0","1.1","64.9","3.9","0","0","149.1","34.5","2.7","7.5","0","6.2","0.2","6.2"
"467080","3.5","0.5","0","-9998","0","0","1","0","0.9","0.2","0","0","0","0","0","0","0","4.8","59.1","0","0","0","113","49.5","0.1","1","0","6.7","0.1","26.4"
"467110","15.9","19.1","8.1","0","0","0","0","0","6.9","20.6","0.3","0","0","0","0","0","0.8","1.6","-9998","49","0.5","1.5","3.7","2.5","0","0","0","-9998","0","0"
"467300","34","16.5","0","8","0","0","0","1.3","42","41.3","0","0","0","0","0","0","0","0","58","68","0","0","0","0","0","0","0","0","0","1.7"
"467350","12","19","0","-9998","1","0","0","-9998","53.5","18.4","0","0","0","0","0","0","0","0","36","99","0","0","0","0","0","0","0","0","0","0"
"467410","86.5","4","0","9.5","2.5","2","1.5","0","89.5","12.5","0","4","0","0","0","0","15","0","160","72","0","0","0","0","0","0","0","0","2","0"
"467420","67","5","0","56.5","2","13.5","4","0","103","8","0","10.5","0","0","0","0","5","0","278","82","7","0","0","0","0","0","0","0","0","0"
"467440","73.5","39","0","1.5","25","0","-9998","8","134.5","15.5","1","-9998","0","49","0","0","3","0","426.5","76.5","0","0","0","-9998","0","0","0","0","0","0"
"467480","23.2","-9998","1.5","12.5","1","1.1","9.5","4","40.5","2","0","5.7","0","0","0","0","37.9","-9998","88","15.5","6.5","0","0","0.4","0","0","0","0","3","0"
"467490","4.3","5.5","0","44.6","0","0","1.5","54.6","12.5","2.3","56.5","7.4","0","0","0","0","0","5.2","66","0.5","2.8","0","0","34","0","0","0","0","30.9","0"
"467530","41.5","0.5","0","69.5","0.5","5.9","1.5","9.5","18","3.5","67","13","10","0.5","0","0","0","0.9","278","8.2","0.6","1.5","3.5","13","21.5","9","0.3","0","15","0"
"467540","166","143.5","8.5","0","0","0","19.5","131","148.5","16","0","0","0","30.5","0","0","0","0","274.5","86.6","0.2","0","0","0","0.2","0","7","2.5","2.7","0"
"467550","42.5","6.5","1","45.5","7.5","0","0.5","4.5","30","8","0","-9998","0","1","0","0","0","1","311.5","5.5","0","0","0.5","3.5","1.5","5.5","0","0","1","0"
