"stno","2015-06-01","2015-06-02","2015-06-03","2015-06-04","2015-06-05","2015-06-06","2015-06-07","2015-06-08","2015-06-09","2015-06-10","2015-06-11","2015-06-12","2015-06-13","2015-06-14","2015-06-15","2015-06-16","2015-06-17","2015-06-18","2015-06-19","2015-06-20","2015-06-21","2015-06-22","2015-06-23","2015-06-24","2015-06-25","2015-06-26","2015-06-27","2015-06-28","2015-06-29","2015-06-30"
"466880","0.1","0","0","-9998","-9998","33.5","2.5","0","0","0","0","0","0","27","0","0","0","0","-9998","0","60","0.5","59.5","47","0","0","0","0","0","0"
"466900","0.5","0","0","-9998","10","12.5","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","9","5.5","0","0","0","0","0","0"
"466910","-9998","0","0","1","2.3","15.6","1","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0.4","5","18","0","0","0","0","0","0"
"466920","0.2","0","0","0.9","0","29.9","3.2","0","0","0","0","0","-9998","65.8","-9998","0","0","0","0","0","55","0.1","50","43.2","0","0","0","0","0","0"
"466930","0","0","0","1","0.2","13.4","2.8","0","0","0","0","0","0","4.2","0","0","0","0","0","0","2.7","0","4.7","13.4","0","0","0","0","0","0"
"466940","0.6","0","0","0.4","-9998","7.1","29.5","0","0","0","0","0","2.6","1","0","0","0","0","-9998","0","4","0","0.9","1","0","0","0","0","0","0"
"466950","0","0","0","0.8","1.4","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","0","0","0","0","0","0"
"466990","0","0","0","0","0","0","-9998","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","56","58","0","0","0","0","0","0"
"467050","0.6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","9.5","9","0","0","0","0","0","0","0"
"467060","0","0","0","0","28.6","6.4","1.7","0","0","0","0","0","0","0.4","0","0","0","0","0","0","0","0","7.7","5.8","0","0","0","0","0","0"
"467080","0.5","0","0","-9998","2.3","4.8","1","0","0","0","0","0","-9998","0","0","0","0","0","0","5.7","32.8","-9998","0.5","0.8","0","0","21.6","0","0","0"
"467110","0","0","0","0.3","1.8","0","0","0","0","0","5.3","0","0","0","0","0","0","0","0","0","0","11.2","0","3.3","0.7","1.6","0","0","0","0"
"467300","0","0","0","0","0","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.4","9.4","0","2.8","0","0.1","0.1","0","0","0"
"467350","0","0","0","0","13.2","3.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.6","21.4","2","0.5","0.6","3.6","0.8","0","0","0"
"467410","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0","12","0","7","0","0","0"
"467420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2.5","0","0","0","3.5","0","0","0"
"467440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","2","-9998","0","0","-9998","0"
"467480","0.1","0","0","0","0","16.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.7","4.2","0.6","-9998","0","0","0","0","4.1","-9998"
"467490","4","0","0","0","0.4","4.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","31.7","0","0","0","0","0","1.7","0"
"467530","0.1","14","13","0","3.5","0","0","0","0","0","0","0","0","0.3","0","0","0","0","1.5","7","2.9","0.1","3.6","1.4","0","0","0.8","0","0","0"
"467540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0","6","4","0","0","0","0","0","0","0"
"467550","0","0","7.8","0","1.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0.6","8.5","0","1.5","15.5","0","0","0","0","0","0","0"
"467571","10.7","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.9","50","0.2","0","0","0","0","0","0"
"467590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","11","5","0.5","0.5","0","0","0","5.5"
"467610","0","1.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","32.3","0","1.9","0","0","0","0","0","0","0","0"
"467620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0","0","0","7","0","0","14.1","8.3","1.7","0","0","0","0","0","0"
"467650","0.5","2","22.5","0","11","5.5","0.5","0","3.5","0","0","0","0.5","0","0","0","0","0","6.5","0","4.5","1","24","26","1","2.5","0.5","0","2.5","-9998"
"467660","0","0","0","0","0","-9998","0.2","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0","3.5","0","0","0","0","0","0","0","0"
"467770","5.5","0","0","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.5","29","0","0","0","0","0","0","0.4"
"467780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.5","1.5","1.5","0","35.5","1.5"
"467990","1","0","1","20.8","16.7","5","0","0","0","0.1","15.5","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"C0A520","0.5","0","0","0","0","30","1","0","0","0","0","0","0","25.5","0","0","0","0","0","0","74.5","0.5","43.5","46.5","0","0","0","0","0","0"
"C0A530","0.5","13","0","0","9.5","14","47","0","0","0","0","0","8","8.5","10","0","0","0","0.5","0","3.5","51.5","3","9.5","0","0","0","0","0","0"
"C0A540","0.5","5","0","0","10.5","12.5","8","0","0","0","0","2.5","3","2.5","0.5","2","0","0","18","17.5","3","8","2.5","58.5","0","0","0","0","0","0"
"C0A550","0.5","0","0","0.5","10.5","7.5","7","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0.5","0.5","3","0.5","0","0","0","0","0","0"
"C0A560","1","6.5","0","0","0","3","71.5","0","0","0","0","0.5","36.5","14.5","0.5","0","0","0","0","0","58","5","46.5","27.5","0","0","0","0","0","0"
"C0A570","1.5","2","0","0","0.5","14","70.5","0","0","0","0","0","25","7","17.5","0.5","0","0","0.5","0","36.5","21.5","13","1","0","0","0.5","0","0","0"
"C0A640","0.5","0","0","0","44","24","31.5","0","0","0","0","0","29","7","1.5","0","0","0","1.5","0","4.5","2.5","5.5","3.5","0","0","0","0","0","0"
"C0A650","0.5","0","0","0","32","13","13","0","0","0","0","0","4.5","1.5","6","0","0","0","3","0","2.5","2.5","2","1","6.5","0","0","0","0","0"
"C0A660","0","0","0","0","1.5","4.5","21","0","0","0","0","0","1","0","0","0","0","0","32","0","3.5","0","0.5","0","0.5","0","0","0","0","0"
"C0A860","0","0","0","0.5","3.5","20.5","10.5","0","0","0","0","0.5","5.5","11","0","0","0","0","0","0","0","0.5","2","35.5","0","0","0","0","0","0"
"C0A870","0","0","0","0.5","3","10.5","7.5","0","0","0","0","5.5","8","17","0","0","0","0","0","0","1","0.5","4.5","23.5","0","0","0","0","0","0"
"C0A880","0","5.5","0","0","6","6.5","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C0A890","0","0","0","0","24","5.5","8","0","0","0","0","0","0","0","0","0","0","0","10.5","0","1","0","0","0","0","0","0","0","0","0"
"C0A920","0","0","0","0.5","7.5","61.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.5","0","0","0","0","0","0"
"C0A940","0","0","0","1","11","34.5","2.5","0","0","0","0","0","0.5","4.5","0","0","0","0","0","0","0.5","0","0","15","0","0","0","0","0","0"
"C0A950","1.5","0","0","0","0","3.5","3","0","0","0","0","0","0","0","0","0","0","0","16","0","1","0","0","0","0","0","0","0","0","0"
