"stno","2010-08-01","2010-08-02","2010-08-03","2010-08-04","2010-08-05","2010-08-06","2010-08-07","2010-08-08","2010-08-09","2010-08-10","2010-08-11","2010-08-12","2010-08-13","2010-08-14","2010-08-15","2010-08-16","2010-08-17","2010-08-18","2010-08-19","2010-08-20","2010-08-21","2010-08-22","2010-08-23","2010-08-24","2010-08-25","2010-08-26","2010-08-27","2010-08-28","2010-08-29","2010-08-30","2010-08-31"
"466880","-9998","0","0","0","0","0.5","14.2","3","2","0","0","7","0","10","27","99.5","0","0","0","0","0","0","0","0","15","0.5","0","0","34.5","95.5","35"
"466900","0","0","0","0","1.3","0.8","23.7","5","1.7","0","0","1.2","0","0","1","5.5","0","0","0","0.8","0.5","0","0","0","0","0","0","0","0","116.1","39"
"466910","0","0","0","0","3.5","2.5","33","31","23.5","0","0","2","0","0","0","1.5","0","0","0","1.5","8","0","0","0","0","0","0","0","7.5","245","112"
"466920","0","0","0","0","0","1","40","5","5","0","0.2","60.5","0","19","0","67.3","0","0","0","0","0","0","0","0","3","1.5","0","0","7","132","47"
"466930","0","0","0","0","-9998","2","30.5","33","9.5","0","0","2","0","0","0","10.5","0","0","0","5.5","3.3","0","0.5","0","0","0","0","0","0.5","263.5","103.5"
"466940","0","0","0","0","2","7.5","11.5","1.5","5.8","0","0","7","0","0","0","0","0","0","0","2","14.7","0","0.2","0","0","0","0","0","0.9","113.5","76"
"466950","0","0","0","0","0","4","10","0","41.5","0","0","0","0","0","0","0","0","0","0","0","0.5","10.2","1.2","2.2","1","0","0","0","15.8","93.8","292"
"466990","0","0","0","0.2","0.2","7","21","0","0.6","0","0","0","0","0","1","0","0.4","3","0","0","0","0","0","0","3","0","0","5.5","18.3","0","0"
"467060","0","0","0","0","8.8","11.2","69.4","10.7","0.5","0","0","0","0","0","0.3","0","0.1","0","0","1.8","4.3","0","5.2","0.5","-9998","0","0","5.1","-9998","7.4","185.5"
"467080","0","0","0","0","5","14.2","72.8","7.5","0.3","0","0","0","0","0","0","0","0","0","0","0","14.4","1.4","0","0.4","0","0","0","0","11.7","14.1","9.3"
"467110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0.7","7.2"
"467300","0","0","0","0","0.2","0","0","0","0","0","0.5","0","0","0.5","0","0.5","2.5","0","0","0","0","0","1","0","0.5","0","0","0","42.5","0","1"
"467350","0","0","0","0","0","0","0","0","0","0","0.9","0","0","0","0","0","0","0","0","0","0","0","0.1","0","-9998","0","0","0","1.8","0","5.5"
"467410","0.5","0.5","0","0","7.5","0","0","4.5","0","3.5","7.5","0.5","0","0","63","0","15","0","1","5.5","0","0","7","30.5","2","0","0","38.5","17.5","0","5.5"
"467420","0.5","0.5","0.5","-9998","8","0","0","21.5","0","3","2","-9998","0","0","-9998","0","7.5","0","-9998","3.5","0","3.5","3.5","23","2","0","0","45","3.5","-9998","14.5"
"467440","0","0","0","0","17.5","0.2","0","3.5","0","67","0","11","2","0","0.5","0","0","10.5","0","0","1","1","20.5","4","1.5","1","2","0","13","0","8.5"
"467480","8","1","10","0.4","12.5","0.5","0","-9998","0","0","0","3.5","0","1","4.1","20","4.3","0.7","0.7","0","0","0","30.3","1","43","0.8","0","40.5","13.7","12.5","0.2"
"467490","0","0.1","0","4.6","11.9","0","0","0","2.4","0","24.2","5.6","0","7.4","17.8","0","7.4","11.2","0","0","0","0.1","9","12","55.5","5.1","1.8","2.9","10.6","0.8","13.1"
"467530","14","4","0","32.5","13","1.6","0","0.2","0","0","0.3","38.5","0","16.5","16.5","4","54.5","9.7","0","0","0","3","1.5","32.5","27.5","2","0","32","50","12","0.5"
"467540","0","0","0","5.5","0","2.4","0","0","0","0","0","0","1.3","0","0","0","18","0.1","2","0","5.2","28.5","18.6","12.5","13","0.5","0","0","19.7","0","12.5"
"467550","1","5.5","7.5","2","0.5","0","0","0","0","0","3","0","0","4.5","10.5","0","0","9","0","0","0","4.5","2.5","2","2","1","0","35","21","14.5","-9998"
"467571","0","0","0","0","0.6","0","0","0","4.8","0","0","0.3","0","0","0","1.5","0","7.7","0","0","0","0","0.4","0","0.4","0","0","0","0","74.7","39.6"
"467590","0","0","0","2","0","4.5","2.5","5.5","2.7","6.2","3","0","2.5","0","20","0","2.5","3.5","0","4.5","7.5","35","35","34.2","13.7","5.5","0","0","41","31","16"
"467610","0","0","0","1.2","2","1.1","7","0","0","0","0","0","0","0","3","0","1","2.5","0","0","0","1.5","27","-9998","2.2","0","0","0.4","1.3","0","0"
"467620","0.9","0","0","6.3","3","0.5","18.5","52","0","0","2.5","0","0","0","0","0","25.5","28","0.5","7.5","9","141.5","30.5","22","14.5","1","0","7","13","16.5","6"
"467650","4","4.5","0.1","0","16","0","0","0","0","5.5","1","23","0","4","11","7.2","8","16.5","0","0","0","0.5","0","2.5","11","7.5","0","57.5","9.5","7","26"
"467660","0","0","0","0","0","0.7","0.1","0","0","0","0","0","0","0","8","6.2","35.5","24.7","0","0","0","5.8","46.5","0","4.1","0","0","0","0","0","5.5"
